,LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Count,Gender,Age,Under 30,Married,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,churn_encoded
2499,964458,6061-GWWAV,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,No,1.0,Male,44.0,No,No,1.0,KDSGNP9946,United States,California,Fresno,93726.0,"36.793601, -119.761131",36.793601,-119.761131,0
2500,947657,0679-TDGAK,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,No,1.0,Male,29.0,Yes,Yes,1.0,GVJNNV3134,United States,California,Fresno,93727.0,"36.751489, -119.68072",36.751489,-119.68072,0
2501,374275,6585-WCEWR,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,1354.4,No,1.0,Male,24.0,Yes,Yes,1.0,AZXNIE2382,United States,California,Fresno,93728.0,"36.757345, -119.818274",36.757345,-119.818274,0
2502,468192,9067-YGSCA,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,No,1.0,Female,35.0,No,No,0.0,WAQNXA9843,United States,California,Salinas,93901.0,"36.64152, -121.622188",36.64152,-121.622188,0
2503,777127,9067-SQTNS,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926.0,No,1.0,Male,37.0,No,Yes,2.0,WISFPQ2565,United States,California,Salinas,93905.0,"36.667794, -121.601306",36.667794,-121.601306,0
2504,283975,8433-WXGNA,No,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,189.2,Yes,1.0,Male,55.0,No,No,0.0,DNXOVK4357,United States,California,Salinas,93906.0,"36.722898, -121.633648",36.722898,-121.633648,1
2505,775885,1776-SPBWV,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,No,1.0,Female,43.0,No,Yes,1.0,XWRMBO9876,United States,California,Salinas,93907.0,"36.77462, -121.664714",36.77462,-121.664714,0
2506,418077,8735-SDUFN,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,No,1.0,Female,65.0,No,Yes,0.0,FLNXOL4285,United States,California,Salinas,93908.0,"36.624338, -121.615669",36.624338,-121.615669,0
2507,830528,9668-PUGNU,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,1816.2,No,1.0,Male,20.0,Yes,Yes,0.0,HHOQRN5228,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,0
2508,509826,9405-GPBBG,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,1.0,Female,42.0,No,No,0.0,BYCEUB3861,United States,California,Carmel By The Sea,93921.0,"36.554618, -121.922239",36.554618,-121.922239,0
2509,588283,1926-QUZNN,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No,1.0,Female,45.0,No,Yes,0.0,TFJZWS7145,United States,California,Carmel,93923.0,"36.460611, -121.852507",36.460611,-121.852507,0
2510,362992,3707-GNWHM,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes,1.0,Male,28.0,Yes,No,0.0,ZRNGRC8892,United States,California,Carmel Valley,93924.0,"36.414611, -121.6386",36.414611,-121.6386,1
2511,828381,7016-NVRIC,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,No,1.0,Male,73.0,No,Yes,0.0,REBVUM3175,United States,California,Chualar,93925.0,"36.596271, -121.442274",36.596271,-121.442274,0
2512,223235,5829-NVSQN,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,1.0,Female,38.0,No,Yes,0.0,ATBXFV7718,United States,California,Gonzales,93926.0,"36.52588, -121.396719",36.52588,-121.396719,0
2513,134838,9565-AXSMR,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,No,1.0,Male,19.0,Yes,Yes,3.0,HITDBH8711,United States,California,Greenfield,93927.0,"36.248708, -121.386617",36.248708,-121.386617,0
2514,275531,8922-LIEGH,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,2187.55,Yes,1.0,Female,72.0,No,No,0.0,IHLXJZ4946,United States,California,Jolon,93928.0,"35.930782, -121.189757",35.930782,-121.189757,1
2515,831798,8869-LIHMK,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No,1.0,Female,51.0,No,No,0.0,NIVPUF2283,United States,California,King City,93930.0,"36.220761, -120.980777",36.220761,-120.980777,0
2516,280213,8245-UMPYT,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes,1.0,Female,66.0,No,No,0.0,TBWOOP1258,United States,California,Lockwood,93932.0,"35.989792, -121.055933",35.989792,-121.055933,1
2517,713112,5186-SAMNZ,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,1.0,Male,75.0,No,No,0.0,RGAXNJ1679,United States,California,Marina,93933.0,"36.689582, -121.758398",36.689582,-121.758398,1
2518,930196,0447-RXSGD,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,No,1.0,Male,39.0,No,No,0.0,XOIVSK5331,United States,California,Monterey,93940.0,"36.362741, -121.869685",36.362741,-121.869685,0
2519,713904,4927-WWOOZ,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,1.0,Male,39.0,No,Yes,0.0,KWGPPE8589,United States,California,Pacific Grove,93950.0,"36.618337, -121.926417",36.618337,-121.926417,0
2520,935007,5788-YPOEG,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No,1.0,Female,41.0,No,Yes,2.0,OQDZYS6159,United States,California,Pebble Beach,93953.0,"36.587497, -121.944815",36.587497,-121.944815,0
2521,726399,5373-SFODM,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes,1.0,Male,65.0,No,Yes,0.0,YGYXGS8514,United States,California,San Lucas,93954.0,"36.125529, -120.864443",36.125529,-120.864443,1
2522,253656,0661-KBKPA,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No,1.0,Male,43.0,No,Yes,3.0,FHQVWU6848,United States,California,Seaside,93955.0,"36.625114, -121.823565",36.625114,-121.823565,0
2523,400279,9081-WWXKP,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,No,1.0,Female,64.0,No,Yes,1.0,FXQDFU2132,United States,California,Soledad,93960.0,"36.414216, -121.360597",36.414216,-121.360597,0
2524,739325,0784-ZQJZX,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,No,1.0,Male,22.0,Yes,No,1.0,MIZVNF4335,United States,California,Spreckels,93962.0,"36.624641, -121.647195",36.624641,-121.647195,0
2525,158840,3133-PZNSR,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,1.0,Male,25.0,Yes,Yes,3.0,OTIZCU9329,United States,California,Belmont,94002.0,"37.509366, -122.306132",37.509366,-122.306132,0
2526,620192,5766-ZJYBB,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes,1.0,Male,52.0,No,No,0.0,RYQOMJ5873,United States,California,Brisbane,94005.0,"37.684694, -122.40712",37.684694,-122.40712,1
2527,239718,8931-GJJIQ,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,Yes,1.0,Female,46.0,No,No,0.0,YIVCFH4861,United States,California,Burlingame,94010.0,"37.57028, -122.365778",37.57028,-122.365778,1
2528,650029,4277-PVRAN,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes,1.0,Female,34.0,No,No,0.0,XYPRVJ8989,United States,California,Daly City,94014.0,"37.691561, -122.445202",37.691561,-122.445202,1
2529,692622,0022-TCJCI,Yes,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,2791.5,Yes,1.0,Male,79.0,No,No,0.0,NLZTDD4996,United States,California,Daly City,94015.0,"37.680844, -122.48131",37.680844,-122.48131,1
2530,900331,0722-SVSFK,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,No,1.0,Female,45.0,No,No,0.0,RYXPRI2165,United States,California,Half Moon Bay,94019.0,"37.45567, -122.407992",37.45567,-122.407992,0
2531,780232,3612-YVGSJ,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,1.0,Female,59.0,No,Yes,0.0,HWYKTM9897,United States,California,La Honda,94020.0,"37.285677, -122.224165",37.285677,-122.224165,0
2532,315204,9825-YCXWZ,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No,1.0,Female,69.0,No,No,0.0,UENZOI9251,United States,California,Loma Mar,94021.0,"37.266388, -122.26308",37.266388,-122.26308,0
2533,471181,5397-NSKQG,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,1.0,Male,39.0,No,Yes,2.0,GGSZPJ4575,United States,California,Los Altos,94022.0,"37.349546, -122.134356",37.349546,-122.134356,0
2534,525934,8565-HBFNN,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No,1.0,Male,51.0,No,Yes,0.0,MCOCPG2941,United States,California,Los Altos,94024.0,"37.352911, -122.093002",37.352911,-122.093002,0
2535,262040,2000-DHJUY,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No,1.0,Female,67.0,No,Yes,0.0,RVEQGP6336,United States,California,Menlo Park,94025.0,"37.449551, -122.183762",37.449551,-122.183762,0
2536,381185,0203-HHYIJ,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,Yes,1.0,Male,62.0,No,No,0.0,FTOGUH5551,United States,California,Atherton,94027.0,"37.454924, -122.203168",37.454924,-122.203168,1
2537,917603,8670-ERCJH,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,No,1.0,Male,33.0,No,No,0.0,MWEUSR5183,United States,California,Portola Valley,94028.0,"37.369709, -122.215844",37.369709,-122.215844,0
2538,796265,7758-UJWYS,No,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No,1.0,Male,31.0,No,Yes,1.0,IMEXRU4575,United States,California,Millbrae,94030.0,"37.601248, -122.403099",37.601248,-122.403099,0
2539,692351,2050-ONYDQ,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,No,1.0,Female,48.0,No,Yes,1.0,CABNNC1175,United States,California,Montara,94037.0,"37.540582, -122.509594",37.540582,-122.509594,0
2540,279017,7055-JCGNI,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,1.0,Female,60.0,No,No,0.0,AGXJOD6737,United States,California,Moss Beach,94038.0,"37.515556, -122.502311",37.515556,-122.502311,0
2541,427329,0739-UUAJR,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No,1.0,Female,61.0,No,Yes,1.0,TNQSJS4599,United States,California,Mountain View,94040.0,"37.380662, -122.086022",37.380662,-122.086022,0
2542,198250,4826-DXMUP,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,No,1.0,Male,23.0,Yes,No,2.0,TVIPZJ5165,United States,California,Mountain View,94041.0,"37.388349, -122.075299",37.388349,-122.075299,0
2543,738106,0952-KMEEH,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,Yes,1.0,Male,46.0,No,No,0.0,HBYARD2759,United States,California,Mountain View,94043.0,"37.419725, -122.062947",37.419725,-122.062947,1
2544,106101,7285-KLOTR,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No,1.0,Female,46.0,No,Yes,0.0,OBSJPY9642,United States,California,Pacifica,94044.0,"37.573633, -122.455167",37.573633,-122.455167,0
2545,738732,0654-PQKDW,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,1.0,Female,58.0,No,Yes,2.0,IQFGOZ8224,United States,California,Pescadero,94060.0,"37.22565, -122.297533",37.22565,-122.297533,0
2546,505390,7175-NTIXE,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,1.0,Female,26.0,Yes,No,0.0,VISSTH8781,United States,California,Redwood City,94061.0,"37.461251, -122.235414",37.461251,-122.235414,0
2547,117156,7963-SHNDT,No,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,1.0,Female,63.0,No,No,0.0,ODKZCE2855,United States,California,Redwood City,94062.0,"37.410567, -122.297152",37.410567,-122.297152,0
2548,509880,9796-BPKIW,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,1.0,Male,67.0,No,No,0.0,PDCUWU2641,United States,California,Redwood City,94063.0,"37.499411, -122.196318",37.499411,-122.196318,0
2549,272424,0188-GWFLE,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,1.0,Male,33.0,No,No,0.0,OJXGTS7469,United States,California,Redwood City,94065.0,"37.527497, -122.230941",37.527497,-122.230941,0
2550,169932,8129-GMVGI,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,1.0,Female,58.0,No,Yes,3.0,PAXMGU4592,United States,California,San Bruno,94066.0,"37.624436, -122.430661",37.624436,-122.430661,0
2551,564604,2882-DDZPG,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,1.0,Female,27.0,Yes,No,0.0,NECTQH2286,United States,California,San Carlos,94070.0,"37.497915, -122.267361",37.497915,-122.267361,0
2552,234454,3547-LQRIK,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,1.0,Female,20.0,Yes,Yes,0.0,IUMHME4774,United States,California,San Gregorio,94074.0,"37.331762, -122.341444",37.331762,-122.341444,0
2553,401731,9137-NOQKA,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,1.0,Male,80.0,No,No,0.0,WESCWS3257,United States,California,South San Francisco,94080.0,"37.654436, -122.426468",37.654436,-122.426468,0
2554,923152,5843-TTHGI,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,1.0,Female,30.0,No,No,0.0,VZHIKC9555,United States,California,Sunnyvale,94086.0,"37.378541, -122.020456",37.378541,-122.020456,0
2555,842180,1849-RJYIG,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,1.0,Female,43.0,No,No,0.0,KMJEJA7263,United States,California,Sunnyvale,94087.0,"37.3511, -122.037311",37.3511,-122.037311,0
2556,219529,8868-GAGIO,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,1.0,Male,49.0,No,Yes,0.0,APTHQQ2543,United States,California,Sunnyvale,94089.0,"37.421633, -122.009613",37.421633,-122.009613,0
2557,148217,4061-UKJWL,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,1.0,Male,35.0,No,No,0.0,LRNAKV9775,United States,California,San Francisco,94102.0,"37.7795, -122.419233",37.7795,-122.419233,0
2558,500180,5380-XPJNZ,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,1.0,Female,22.0,Yes,No,0.0,IWSOQI3472,United States,California,San Francisco,94103.0,"37.773147, -122.411287",37.773147,-122.411287,0
2559,383339,8263-QMNTJ,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,1.0,Male,46.0,No,Yes,0.0,IRHYVF2347,United States,California,San Francisco,94104.0,"37.791222, -122.402241",37.791222,-122.402241,0
2560,360472,8178-EYZUO,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,1.0,Male,48.0,No,No,0.0,FLFFEF7913,United States,California,San Francisco,94105.0,"37.789168, -122.395009",37.789168,-122.395009,1
2561,629520,3230-JCNZS,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,1.0,Female,43.0,No,Yes,2.0,OVFSNY8392,United States,California,San Francisco,94107.0,"37.768881, -122.395521",37.768881,-122.395521,0
2562,486890,0277-ORXQS,No,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,1.0,Male,33.0,No,Yes,4.0,IEEUBF2997,United States,California,San Francisco,94108.0,"37.791998, -122.408653",37.791998,-122.408653,0
2563,971148,5130-IEKQT,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,1.0,Male,73.0,No,No,0.0,UEDXXI7572,United States,California,San Francisco,94109.0,"37.794487, -122.42227",37.794487,-122.42227,1
2564,508854,3230-WYKIR,No,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,1.0,Male,36.0,No,No,0.0,TRQQXV9523,United States,California,San Francisco,94110.0,"37.750021, -122.415201",37.750021,-122.415201,1
2565,205871,7996-BPXHY,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,1.0,Female,44.0,No,Yes,3.0,HMOYHC4667,United States,California,San Francisco,94111.0,"37.801776, -122.402293",37.801776,-122.402293,0
2566,155965,3227-WLKLI,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,1.0,Female,52.0,No,Yes,3.0,QOVCFY3135,United States,California,San Francisco,94112.0,"37.720498, -122.443119",37.720498,-122.443119,0
2567,187161,0407-BDJKB,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,1.0,Male,59.0,No,Yes,0.0,MBZEEU4481,United States,California,San Francisco,94114.0,"37.758085, -122.434801",37.758085,-122.434801,1
2568,585328,2266-FUBDZ,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,1.0,Male,19.0,Yes,Yes,3.0,XVFEFZ2217,United States,California,San Francisco,94115.0,"37.786031, -122.437301",37.786031,-122.437301,0
2569,186848,8237-ULIXL,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,1.0,Female,21.0,Yes,Yes,0.0,FIYDLK5381,United States,California,San Francisco,94116.0,"37.74441, -122.486764",37.74441,-122.486764,0
2570,996019,9600-UDOPK,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,1.0,Male,33.0,No,Yes,0.0,KQGYND3235,United States,California,San Francisco,94117.0,"37.770533, -122.445121",37.770533,-122.445121,1
2571,965537,8216-AZUUZ,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,1.0,Female,42.0,No,Yes,3.0,UNQUZF2874,United States,California,San Francisco,94118.0,"37.781304, -122.461522",37.781304,-122.461522,0
